Tür,İlaç,Ruhsat Sahibi,İthal/Yerli,İmal,Menşei,İthalatçı,İhracatçı,Takdim,Etken Madde,Grup,Uygulama,Türler,Açıklama
Aşı,VBR Colimix 7,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50 ML,"ml ürün içinde ;Kobaylarda En Az % 90 Koruma Clostridium chauvoei, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyii Alfa antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, > 100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Colimix 9,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100 ml,"ml ürün içinde ;Kobaylarda En Az % 75 Koruma Clostridium haemolyticum, ? 1.0 IU/ml Clostridium sordelli, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyii Alfa antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, Kobaylarda En Az % 90 Koruma Clostridium chauvoei, en az >100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Koyun, Sığır",
Aşı,VBR Colimix 9,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100 ml,"ml ürün içinde ;Kobaylarda En Az % 75 Koruma Clostridium haemolyticum, ? 1.0 IU/ml Clostridium sordelli, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyii Alfa antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, Kobaylarda En Az % 90 Koruma Clostridium chauvoei, en az >100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Koyun, Sığır",
Aşı,VBR Colimix 9,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100 ml,"ml ürün içinde ;Kobaylarda En Az % 75 Koruma Clostridium haemolyticum, ? 1.0 IU/ml Clostridium sordelli, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyii Alfa antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, Kobaylarda En Az % 90 Koruma Clostridium chauvoei, en az >100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Koyun, Sığır",
Aşı,VBR Colimix 9,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100 ml,"ml ürün içinde ;Kobaylarda En Az % 75 Koruma Clostridium haemolyticum, ? 1.0 IU/ml Clostridium sordelli, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyii Alfa antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, Kobaylarda En Az % 90 Koruma Clostridium chauvoei, en az >100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Koyun, Sığır",
Aşı,VBR Colimix 9,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100 ml,"ml ürün içinde ;Kobaylarda En Az % 75 Koruma Clostridium haemolyticum, ? 1.0 IU/ml Clostridium sordelli, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyii Alfa antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, Kobaylarda En Az % 90 Koruma Clostridium chauvoei, en az >100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Koyun, Sığır",
Aşı,VBR Colimix 9,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100 ml,"ml ürün içinde ;Kobaylarda En Az % 75 Koruma Clostridium haemolyticum, ? 1.0 IU/ml Clostridium sordelli, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyii Alfa antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, Kobaylarda En Az % 90 Koruma Clostridium chauvoei, en az >100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Koyun, Sığır",
Aşı,VBR Colimix 9,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100 ml,"ml ürün içinde ;Kobaylarda En Az % 75 Koruma Clostridium haemolyticum, ? 1.0 IU/ml Clostridium sordelli, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyii Alfa antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, Kobaylarda En Az % 90 Koruma Clostridium chauvoei, en az >100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Koyun, Sığır",
Aşı,VBR Colimix 9,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100 ml,"ml ürün içinde ;Kobaylarda En Az % 75 Koruma Clostridium haemolyticum, ? 1.0 IU/ml Clostridium sordelli, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyii Alfa antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, Kobaylarda En Az % 90 Koruma Clostridium chauvoei, en az >100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Koyun, Sığır",
Aşı,VBR K99 E. Coli Bakterin,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50 ml (50 Doz),"1 ml ürün içinde ;en az >100 AU Escherichia coli K99/F41/F17(Fy), <1.85g/L Formaldehit, %0,01 Thiomerosal, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,Sığır,
Aşı,VBR K99 E. Coli Bakterin,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50 ml (50 Doz),"1 ml ürün içinde ;en az >100 AU Escherichia coli K99/F41/F17(Fy), <1.85g/L Formaldehit, %0,01 Thiomerosal, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,Sığır,
Aşı,VBR K99+C,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,"5 sığır dozu/ 10 koyun-keçi dozu / şişe, 15 sığır dozu/ 30 koyun-keçi dozu / şişe, 25 sığır dozu/ 50 koyun-keçi dozu / şişe 50 sığır dozu/ 100 koyun-keçi dozu / şişe","ml ürün içinde ;en az &gt;100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, Adjuvant Alüminyum hidroksit, ?10.0 IU/ml Clostridium perfringens Tip C Beta Antitoksin, 1.85g/L Formaldehit",,enjeksiyonluk,"Gebe sığır, Gebe koyun ve Gebe keçiler",
Aşı,VBR K99+C,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,"5 sığır dozu/ 10 koyun-keçi dozu / şişe, 15 sığır dozu/ 30 koyun-keçi dozu / şişe, 25 sığır dozu/ 50 koyun-keçi dozu / şişe 50 sığır dozu/ 100 koyun-keçi dozu / şişe","ml ürün içinde ;en az &gt;100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, Adjuvant Alüminyum hidroksit, ?10.0 IU/ml Clostridium perfringens Tip C Beta Antitoksin, 1.85g/L Formaldehit",,enjeksiyonluk,"Gebe sığır, Gebe koyun ve Gebe keçiler",
Aşı,VBR K99+C,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,"5 sığır dozu/ 10 koyun-keçi dozu / şişe, 15 sığır dozu/ 30 koyun-keçi dozu / şişe, 25 sığır dozu/ 50 koyun-keçi dozu / şişe 50 sığır dozu/ 100 koyun-keçi dozu / şişe","ml ürün içinde ;en az &gt;100 AU Escherichia coli K99/F41/F17(Fy), %0,01 Thiomerosal, Adjuvant Alüminyum hidroksit, ?10.0 IU/ml Clostridium perfringens Tip C Beta Antitoksin, 1.85g/L Formaldehit",,enjeksiyonluk,"Gebe sığır, Gebe koyun ve Gebe keçiler",
Aşı,VBR Perfringens 3,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50 ml,"ml ürün içinde ;%0,01 Thiomerosal, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, < 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Perfringens 3,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50 ml,"ml ürün içinde ;%0,01 Thiomerosal, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, < 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Perfringens 3,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50 ml,"ml ürün içinde ;%0,01 Thiomerosal, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, < 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 5,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50 ml,"1 ml ürün içinde ;Kobaylarda En Az %90 Koruma Clostridium chauvoei, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, %0,01 Thiomerosal, <1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 5,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50 ml,"1 ml ürün içinde ;Kobaylarda En Az %90 Koruma Clostridium chauvoei, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, %0,01 Thiomerosal, <1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 5,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50 ml,"1 ml ürün içinde ;Kobaylarda En Az %90 Koruma Clostridium chauvoei, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, %0,01 Thiomerosal, <1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 5,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50 ml,"1 ml ürün içinde ;Kobaylarda En Az %90 Koruma Clostridium chauvoei, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, %0,01 Thiomerosal, <1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 8,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100ml,"ml ürün içinde ;? 1.0 IU/ml Clostridium sordelli, kobaylarda en az % 75 koruma Clostridium haemolyticum, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, kobaylarda en az % 90 koruma Clostridium chauvoei, %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 8,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100ml,"ml ürün içinde ;? 1.0 IU/ml Clostridium sordelli, kobaylarda en az % 75 koruma Clostridium haemolyticum, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, kobaylarda en az % 90 koruma Clostridium chauvoei, %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 8,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100ml,"ml ürün içinde ;? 1.0 IU/ml Clostridium sordelli, kobaylarda en az % 75 koruma Clostridium haemolyticum, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, kobaylarda en az % 90 koruma Clostridium chauvoei, %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 8,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100ml,"ml ürün içinde ;? 1.0 IU/ml Clostridium sordelli, kobaylarda en az % 75 koruma Clostridium haemolyticum, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, kobaylarda en az % 90 koruma Clostridium chauvoei, %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 8,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100ml,"ml ürün içinde ;? 1.0 IU/ml Clostridium sordelli, kobaylarda en az % 75 koruma Clostridium haemolyticum, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, kobaylarda en az % 90 koruma Clostridium chauvoei, %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 8,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100ml,"ml ürün içinde ;? 1.0 IU/ml Clostridium sordelli, kobaylarda en az % 75 koruma Clostridium haemolyticum, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, kobaylarda en az % 90 koruma Clostridium chauvoei, %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR Polimix 8,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,50ml ve 100ml,"ml ürün içinde ;? 1.0 IU/ml Clostridium sordelli, kobaylarda en az % 75 koruma Clostridium haemolyticum, ?10.0 IU/ml Clostridium perfringens Tip B ve C ß Antitoksin, ? 5.0 IU/ml Clostridium perfringens Tip D Epsilon Antitoksin, ? 3.5 IU/ml Clostridium novyi Alfa Antitoksin, ? 2.5 IU/ml Clostridium septicum Alfa antitoksin, kobaylarda en az % 90 koruma Clostridium chauvoei, %0,01 Thiomerosal, 1.85g/L Formaldehit, Adjuvant Alüminyum hidroksit",,enjeksiyonluk,"Keçi, Sığır, Koyun",
Aşı,VBR S19 Konjuktival,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,Yerli,Ata Fen Vet. Malz. Hay. Paz. San. Ve Tic.a. Ş..,-,-,-,20 doz+1 ml sulandırma sıvısı 40 doz+2 ml sulandırma sıvısı 60 doz+3 ml sulandırma sıvısı 80 doz+4 ml sulandırma sıvısı 100 doz+5 ml sulandırma sıvısı,1 ürün içinde ;1 Brucella abortus S19,,göz,Sığır,izin no: PY-0010
Aşı,VECTORMUNE HVT NDV,Ceva Hayvan Sağlığı A.Ş.,İthal,Ceva Animal Health Pty Ltd.,Ceva Animal Health Pty Ltd.,Ceva Hayvan Sağlığı A.Ş.,CEVA ANIMAL HEALTH PTY.LTD,1000-2000 ve 4000 Doz Aşı İçeren Cam Ampullerde.,"1 ürün içinde ;1 Marek HVT F126 Şuşu, 1 Newcastle D26 F Geni",,enjeksiyonluk,"Tavuk, 18-19 Günlük Embriyolu Yumurta ve Bir Günlük Civcivler.",İzin Tarih ve No : 26.01.2012-P-0001 Farmasötik şekli : Sıvı Azot İçinde Dondurulmuş (frozen) Canlı Aşı
Aşı,VECTORMUNE HVT NDV,Ceva Hayvan Sağlığı A.Ş.,İthal,Ceva Animal Health Pty Ltd.,Ceva Animal Health Pty Ltd.,Ceva Hayvan Sağlığı A.Ş.,CEVA ANIMAL HEALTH PTY.LTD,1000-2000 ve 4000 Doz Aşı İçeren Cam Ampullerde.,"1 ürün içinde ;1 Marek HVT F126 Şuşu, 1 Newcastle D26 F Geni",,enjeksiyonluk,"Tavuk, 18-19 Günlük Embriyolu Yumurta ve Bir Günlük Civcivler.",İzin Tarih ve No : 26.01.2012-P-0001 Farmasötik şekli : Sıvı Azot İçinde Dondurulmuş (frozen) Canlı Aşı
İlaç,VENTIPULMIN,Boehringer Ingelheim İlaç Tic.aş,İthal,LABIANA LIFE SECIENCES L.A.,"Boehringer Ingelheim Espana,S.A.",Boehringer Ingelheim İlaç Tic.aş,"Boehringer Ingelheim Espana,S.A.",Karton kutu içerisinde 50 ml'lik amber renkli cam flakonlarda sunulur.,1 ml ürün içinde ;0.0300 mg Klenbuterol hidroklorür,bronkodilatatör,enjeksiyonluk,At,
İlaç,VENTİPULMİN,Boehringer Ingelheim İlaç Tic.aş,İthal,Boehringer Ingelheim Promeco S.A. de C.V.,Boehringer Ingelheim Promeco S.A. de C.V.,Boehringer Ingelheim İlaç Tic.aş,Boehringer Ingelheim Promeco S.A. de C.V.,355 mL'lik vidalı propilen kapaklı plastik şişelerde; 4 ml'lik doz pompası ile birlikte satışa sunulmuştur.,1 ml ürün içinde ;22 mikrogram klenbuterole eşdeğer 25 mikrogram Klenbuterol hidroklorür,bronkodilatatör,oral,At,
İlaç,VESPEKLİN,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,"Kutu içerisinde 20, 50 ve 100 ml'lik butil kauçuk tıpalı, alüminyum emniyet kapsülü ile kapatılmış renksiz cam flakonlarda","1 mL ürün içinde ;50 mg (baza eşdeğer) linkomisin HCl, 100 mg spektinomisin",antibakteriyel,enjeksiyonluk,"Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,VET - KETO,Vet-hek San. Tic. Ltd. Şti.,Yerli,Soylu İlaç San. Ve Tic. Ltd. Şti,-,-,-,300 ml ve 500 ml beyaz renkli plastik şişelerde,100 mL ürün içinde ;99.9 mL monopropilen glikol,vit.-min.-aminoasit vb.,oral,"Koyun (Besi), Sığır(Besi), Koyun (Süt), Sığır(Süt)",
İlaç,VET – CARLSBAD,Vet-hek San. Tic. Ltd. Şti.,Yerli,Soylu İlaç San. Ve Tic. Ltd. Şti,-,-,-,200 g Alüminyum folyo poşetlerde.,"200 g ürün içinde ;88 g sodyum sülfat, 4 g potasyum sülfat, 36 g sodyum klorür, 72 g sodyum bikarbonat",sindirim sistemi,oral,"Keçi (Besi), Sığır(Besi), Koyun (Süt), Keçi (Süt), Koyun (Besi), Sığır(Süt)",
İlaç,VET – CARLSBAD,Vet-hek San. Tic. Ltd. Şti.,Yerli,Soylu İlaç San. Ve Tic. Ltd. Şti,-,-,-,200 g Alüminyum folyo poşetlerde.,"200 g ürün içinde ;88 g sodyum sülfat, 4 g potasyum sülfat, 36 g sodyum klorür, 72 g sodyum bikarbonat",sindirim sistemi,oral,"Keçi (Besi), Sığır(Besi), Koyun (Süt), Keçi (Süt), Koyun (Besi), Sığır(Süt)",
İlaç,VET – CARLSBAD,Vet-hek San. Tic. Ltd. Şti.,Yerli,Soylu İlaç San. Ve Tic. Ltd. Şti,-,-,-,200 g Alüminyum folyo poşetlerde.,"200 g ürün içinde ;88 g sodyum sülfat, 4 g potasyum sülfat, 36 g sodyum klorür, 72 g sodyum bikarbonat",sindirim sistemi,oral,"Keçi (Besi), Sığır(Besi), Koyun (Süt), Keçi (Süt), Koyun (Besi), Sığır(Süt)",
İlaç,VET – İODE,Vet-hek San. Tic. Ltd. Şti.,Yerli,Soylu İlaç San. Ve Tic. Ltd. Şti,-,-,-,68 g ve 85 g alüminyum tüp içinde,"100 g. ürün içinde ;2 g iyot, 10 g Potasyum iyodur",antiseptik,haricen-deri,"At, Keçi (Süt), Koyun (Besi), Köpek, Keçi (Besi), Kedi, Koyun (Süt), Sığır(Süt)",
İlaç,VET – İODE,Vet-hek San. Tic. Ltd. Şti.,Yerli,Soylu İlaç San. Ve Tic. Ltd. Şti,-,-,-,68 g ve 85 g alüminyum tüp içinde,"100 g. ürün içinde ;2 g iyot, 10 g Potasyum iyodur",antiseptik,haricen-deri,"At, Keçi (Süt), Koyun (Besi), Köpek, Keçi (Besi), Kedi, Koyun (Süt), Sığır(Süt)",
İlaç,VET – RİV,Vet-hek San. Tic. Ltd. Şti.,Yerli,Soylu İlaç San. Ve Tic. Ltd. Şti,-,-,-,68 g ve 85 g alüminyum tüp içinde,1 g ürün içinde ;2 mg rivanol,antiseptik,haricen-deri,"At, Keçi (Süt), Koyun (Besi), Köpek, Sığır(Süt), Keçi (Besi), Kedi, Koyun (Süt), Sığır(Besi)",
İlaç,VET – RUMİX,Vet-hek San. Tic. Ltd. Şti.,Yerli,Soylu İlaç San. Ve Tic. Ltd. Şti,-,-,-,20 g ve 50 g Alüminyum folyo poşetlerde.,90 g ürün içinde ;50 g magnezi kalsine,sindirim sistemi,oral,"At, Sığır(Süt), Sığır(Besi), Kedi, Köpek",
İlaç,VET – S,Vet-hek San. Tic. Ltd. Şti.,Yerli,Soylu İlaç San. Ve Tic. Ltd. Şti,-,-,-,68 g ve 85 g alüminyum tüp,"1 g ürün içinde ;100 mg huile de code, 2 mg rivanol, 100 mg çinko oksit",antiseptik,haricen-deri,"Keçi (Besi), Kedi, Koyun (Süt), Sığır(Süt), Keçi (Süt), Koyun (Besi), Köpek",
